TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Maut_SID_Ri1;Maut_SID_Ri2;Anz_Fs_Ri1;Anz_Fs_Ri2;DTA_SV_Ri1;fA_SV_Ri1;qBm_SV_Ri1;B_anno_SV_Ri1;DTA_SV_Ri2;fA_SV_Ri2;qBm_SV_Ri2;B_anno_SV_Ri2;DTV_Bus_Ri1;DTV_LoA_Ri1;DTV_Lzg_Ri1;DTV_Sat_Ri1;DTV_Bus_Ri2;DTV_LoA_Ri2;DTV_Lzg_Ri2;DTV_Sat_Ri2;Anmerkungen;
3718;5151;Werste;5;NW;A;30;;8+1;Bad Oeynhausen;AS Bad Oeynhausen-Nord;O;Osnabrück;AS Gohfeld;W;4;129,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;484.223;5.786.152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,22556218;8,76902104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;3718083O3718030O;4,200;Ri1_ist_NachNK;319.159;319.160;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4307;5165;Feldhausen;5;NW;A;31;;8+1;Emden;AS Kirchhellen;N;Bottrop;AS Gladbeck;S;4;5,1;294;186;69;39;51.031;25.985;25.046;51.184;26.383;24.801;53.219;27.106;26.113;47.735;23.102;24.633;+2,1;-0,7;+0,7;+17,9;5.966;2.959;3.007;7.213;3.594;3.619;6.154;3.057;3.097;1.068;464;603;-3,8;-4,0;-5,8;+20,7;11,7;14,1;11,6;2,2;1,04;1,01;1,14;2.886;11,0;606;18,6;3.157;12,0;2.073;6,2;;;;;;;;;;;;;;;;;;D;C;D;E;D;E;17;;B;7;;E;17;;B;8;;E;17;;C;;;C;11;13;D;13;;B;13;;D;19;;85,6;9,0;0,6;1,6;2,9;8,6;6,9;0,2;1,1;83,3;9,9;0,5;1,5;3,4;10,5;8,4;0,2;1,2;85,6;8,9;0,6;1,7;2,9;8,5;6,8;0,2;1,1;95,2;5,8;0,8;1,6;1,1;1,0;0,8;0,1;0,9;357.409;5.718.440;51.742;26.603;25.139;7.970;3.954;4.016;51.454;26.373;25.081;1.996;1.062;933;;;;;;;;;;;;;;;;;51.234;26.437;24.797;8.152;4.049;4.103;15,9;15,3;16,5;51,59893290;6,94118331;2.662;2.491;10,2;9,9;3,3;1,8;2,1;0,6;10,1;10,0;25.813;24.822;0,95;1,07;0,95;0,97;1,19;1,09;1,05;1,05;2.759;107;272;19;1.932;34;94;13;491;21;91;3;10;4407231O4307206O;1,000;Ri1_ist_NachNK;207;2.119;2;2;12.039;4,07;0,32;1.387.646;12.391;4,12;0,32;1.438.798;45;773;2.140;1.708;40;732;2.236;1.790;;
4008;5117;Gescher;5;NW;A;31;;8+1;Emden;AS Gescher/Coesfeld;N;Bottrop;AS Borken;S;4;43,2;258;184;64;10;35.344;17.607;17.737;34.912;17.693;17.218;37.167;18.649;18.517;34.687;15.985;18.702;+9,2;+8,8;+3,9;+18,8;5.480;2.681;2.799;6.583;3.239;3.344;5.704;2.813;2.891;1.078;433;645;+1,4;+1,1;+0,2;+17,6;15,5;18,9;15,3;3,1;1,06;1,02;1,17;2.015;14,6;387;25,2;2.249;15,6;1.316;9,2;;;;;;;;;;;;;;;;;;C;C;E;C;D;D;8;17;C;;;D;8;17;D;8;17;E;15;;E;16;;F;11;;F;12;;B;13;;D;18;;81,0;9,4;0,6;2,1;3,3;12,0;9,7;0,2;1,3;77,8;10,3;0,6;2,0;3,8;14,8;12,0;0,2;1,4;80,9;9,3;0,7;2,4;3,3;11,9;9,6;0,2;1,3;93,5;6,4;0,9;2,3;1,4;1,5;1,2;0,2;1,1;364.830;5.754.422;35.635;17.974;17.661;7.321;3.587;3.733;34.702;17.733;16.969;1.724;929;795;;;;;;;;;;;;;;;;;35.155;17.791;17.364;7.462;3.656;3.806;21,2;20,5;21,9;51,92410210;7,03427806;1.990;2.051;11,3;11,6;7,7;2,6;4,7;1,0;11,2;11,8;17.402;17.221;0,92;1,12;0,95;1,03;1,24;1,10;1,01;0,99;1.882;83;268;15;1.187;26;95;9;288;17;81;2;60;4108018A4008036A;8,096;Ri1_ist_NachNK;3.978;1.136;2;2;11.208;4,18;0,32;1.312.379;11.828;4,23;0,32;1.397.902;33;593;2.055;1.636;35;574;2.190;1.792;;
4307;5163;Hardtbergsee;5;NW;A;31;;8+1;Emden;AS Dorsten;N;Bottrop;AS Bottrop-Feldhausen;S;4;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;356.897;5.724.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,64936996;6,93149688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;4307202O4307204O;0,700;Ri1_ist_NachNK;3.996;1.156;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4307;5164;Kirchhellen (N);5;NW;A;31;;8+1;Emden;AS Bottrop-Feldhausen;N;Bottrop;AS Kirchhellen;S;4;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;357.016;5.721.559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,62685533;6,93424799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;4307206O4307202O;0,200;Ri1_ist_NachNK;2.115;4.003;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4207;5162;Lembeck;5;NW;A;31;;8+1;Emden;AS Lembeck;N;Bottrop;AS Schermbeck;S;4;23,2;298;190;70;38;37.828;18.947;18.881;37.649;19.118;18.531;39.553;19.919;19.635;36.350;17.100;19.250;+6,3;+4,4;+5,3;+16,1;5.308;2.594;2.714;6.403;3.138;3.265;5.525;2.715;2.810;948;411;537;+1,7;+1,6;+0,1;+15,6;14,0;17,0;14,0;2,6;1,05;1,00;1,16;2.148;13,2;432;22,7;2.378;14,2;1.459;8,1;;;;;;;;;;;;;;;;;;C;C;D;E;D;E;17;;B;7;;E;17;;B;8;;E;17;;D;8;15;B;11;;D;12;;B;13;;D;18;;82,7;9,2;0,7;1,9;3,2;10,7;8,5;0,2;1,4;79,7;10,1;0,6;1,8;3,7;13,1;10,4;0,2;1,5;82,5;9,1;0,7;2,2;3,1;10,7;8,5;0,2;1,4;94,2;6,1;1,0;2,0;1,3;1,2;0,9;0,2;1,1;359.551;5.735.591;38.214;19.314;18.900;7.104;3.467;3.637;37.692;19.336;18.356;1.722;925;796;;;;;;;;;;;;;;;;;37.785;19.150;18.635;7.247;3.537;3.711;19,2;18,5;19,9;51,75358204;6,96519207;2.077;2.053;11,0;10,9;4,7;2,9;2,8;0,8;10,8;11,0;18.694;18.527;0,92;1,08;0,94;0,99;1,23;1,09;1,03;1,00;2.024;86;252;17;1.331;27;91;10;332;17;82;2;40;4207024O4207029O;0,400;Ri1_ist_NachNK;3.066;194;2;2;10.737;4,14;0,32;1.249.363;11.374;4,19;0,32;1.334.513;35;610;1.949;1.537;35;587;2.091;1.663;;
3808;5161;Nienborg;5;NW;A;31;;8+1;Emden;AS Gronau/Ochtrup;N;Bottrop;AS Heek;S;4;66,6;231;165;46;20;32.742;16.286;16.456;31.911;16.119;15.792;35.214;17.732;17.482;32.768;15.109;17.659;;;;;5.374;2.627;2.747;6.456;3.165;3.291;5.621;2.751;2.870;1.018;459;559;;;;;16,4;20,2;16,0;3,1;1,10;1,04;1,19;1.877;15,5;339;26,5;2.102;16,6;1.202;9,9;;;;;;;;;;;;;;;;;;B;B;E;C;D;C;;;C;;;C;;;D;8;17;E;15;;E;16;;F;11;;F;12;;B;13;;D;18;;80,1;9,2;0,7;2,3;3,5;12,7;10,0;0,2;1,3;76,4;10,0;0,6;2,1;4,0;16,0;12,6;0,2;1,3;80,2;9,1;0,7;2,6;3,4;12,4;9,7;0,2;1,3;93,3;6,8;0,9;2,5;1,5;1,4;1,1;0,2;1,1;369.194;5.777.379;32.789;16.471;16.319;7.171;3.499;3.672;32.482;16.773;15.708;1.772;943;829;;;;;;;;;;;;;;;;;32.218;16.258;15.960;7.310;3.571;3.739;22,7;22,0;23,4;52,13142727;7,08891516;2.059;2.017;12,6;12,3;3,5;3,5;1,8;1,0;12,7;12,6;15.710;15.692;0,93;1,14;0,97;1,05;1,26;1,12;1,00;0,99;1.739;82;266;14;1.075;25;94;8;248;14;76;2;70;3808024O3808025O;7,200;Ri1_ist_NachNK;2.024;3.912;2;2;10.996;4,19;0,32;1.286.513;11.589;4,22;0,32;1.364.844;35;567;2.025;1.557;31;570;2.146;1.720;;
3708;5160;Ochtrup;5;NW;A;31;;8+1;Emden;AS Ochtrup-Nord;N;Bottrop;AS Gronau/Ochtrup;S;4;77,2;277;185;62;30;32.063;16.011;16.052;31.223;15.918;15.305;34.105;17.191;16.914;32.657;14.889;17.767;;;;;5.637;2.806;2.831;6.759;3.377;3.382;5.928;2.950;2.979;1.081;495;587;;;;;17,6;21,6;17,4;3,3;1,09;1,08;1,20;1.843;16,5;321;29,8;2.078;17,5;1.141;11,1;;;;;;;;;;;;;;;;;;B;B;E;C;D;C;;;C;;;C;;;D;8;16;E;15;;E;15;;F;11;;F;12;;B;12;;D;18;;78,8;9,5;0,6;2,2;3,5;13,9;10,9;0,2;1,4;74,9;10,3;0,6;2,1;4,0;17,4;13,6;0,2;1,4;78,7;9,4;0,7;2,5;3,5;13,7;10,7;0,2;1,4;93,0;6,9;0,8;2,5;1,6;1,6;1,2;0,2;1,2;372.597;5.787.184;32.163;16.326;15.838;7.529;3.751;3.778;30.880;15.804;15.075;1.811;941;870;;;;;;;;;;;;;;;;;31.585;16.103;15.482;7.656;3.819;3.837;24,2;23,7;24,8;52,22032931;7,13492163;2.019;2.031;12,6;12,7;4,9;2,7;2,6;0,7;12,5;13,1;15.522;15.294;0,96;1,20;0,99;1,06;1,29;1,12;0,99;0,99;1.700;82;282;14;1.007;25;102;7;224;14;82;1;80;3808025O3708015O;3,900;Ri1_ist_NachNK;3.908;1.066;2;2;11.865;4,23;0,32;1.396.883;12.006;4,24;0,32;1.419.132;37;562;2.208;1.701;35;559;2.236;1.780;;
4108;5705;Reken;5;NW;A;31;;8+1;Emden;AS Borken;N;Bottrop;AS Reken;S;4;32,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;362.174;5.743.863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,82856469;6,99988731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;4107031A4108018A;2,580;Ri1_ist_NachNK;2.097;3.982;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4017;5129;Bielefeld-Senne;5;NW;A;33;;8+1;Osnabrück;AS Bielefeld-Senne;N;Paderborn;AK Kreuz Bielefeld (A2);S;6;50,2;183;138;17;28;49.305;25.836;23.469;52.285;27.420;24.865;50.242;26.417;23.824;37.000;19.192;17.808;+6,8;+6,6;+2,8;+15,2;7.364;3.473;3.892;8.966;4.240;4.726;7.705;3.670;4.035;953;359;594;+6,7;+6,5;+7,0;+10,5;14,9;17,1;15,3;2,6;0,96;0,70;1,07;2.777;13,7;609;26,1;3.060;14,6;1.929;9,4;;;;;;;;;;;;;;;;;;D;D;B;B;B;D;8;17;D;8;17;D;8;17;D;8;17;D;8;15;D;8;15;D;15;;A;;;D;18;;C;15;;83,5;9,7;0,4;1,5;2,7;12,1;9,8;0,2;0,0;81,4;10,2;0,4;1,4;3,0;13,9;11,3;0,2;0,0;83,0;10,0;0,5;1,7;2,8;12,4;10,1;0,2;0,0;95,7;6,6;0,6;1,7;0,6;1,8;1,5;0,2;0,0;467.842;5.754.817;53.313;27.955;25.359;9.983;4.687;5.295;44.315;23.363;20.952;2.196;1.240;956;;;;;;;;;;;;;;;;;53.641;28.097;25.544;10.185;4.778;5.407;19,0;17,0;21,2;51,94313411;8,53215372;2.430;2.160;9,4;9,2;10,2;13,9;7,8;10,5;8,6;8,5;28.189;25.824;0,69;0,72;0,95;0,96;1,09;1,05;0,83;0,83;2.599;98;349;13;1.740;23;158;8;448;18;141;2;30;4017076A4017087O;0,734;Ri1_ist_NachNK;6.215;6.216;3;3;14.947;4,3;0,33;1.609.829;16.672;4,28;0,33;1.789.152;50;603;2.820;2.298;53;707;3.132;2.545;;
4017;5130;Bielefeld-Windflöte;5;NW;A;33;;8+1;Osnabrück;AS Bielefeld-Zentrum;N;Paderborn;AS Bielefeld-Senne;S;4;52,2;266;171;53;42;58.399;29.379;29.021;62.310;31.355;30.955;59.354;29.867;29.487;42.592;21.384;21.208;+8,1;+8,3;+3,1;+17,1;7.468;3.653;3.814;9.083;4.462;4.622;7.840;3.861;3.979;964;373;591;+7,4;+7,2;+7,6;+12,0;12,8;14,6;13,2;2,3;0,95;0,68;1,07;3.304;11,7;692;23,2;3.637;12,5;2.304;8,0;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;D;8;17;D;8;17;D;8;17;D;8;15;D;8;15;D;15;;D;15;;D;18;;C;15;;85,8;9,5;0,4;1,4;2,3;10,3;8,4;0,2;0,0;84,2;10,0;0,3;1,3;2,6;11,8;9,6;0,2;0,0;85,2;9,7;0,4;1,6;2,3;10,7;8,7;0,2;0,0;96,1;6,4;0,6;1,6;0,5;1,6;1,3;0,2;0,0;465.916;5.756.248;63.736;31.975;31.762;10.124;4.939;5.185;51.078;26.176;24.902;2.224;1.274;950;;;;;;;;;;;;;;;;;64.213;32.205;32.008;10.319;5.034;5.285;16,1;15,6;16,5;51,95589038;8,50399330;2.756;2.853;9,4;9,8;14,2;10,1;11,3;7,8;8,6;8,9;32.422;32.504;0,67;0,69;0,95;0,96;1,09;1,06;0,82;0,79;3.170;100;354;14;2.111;23;162;9;530;17;143;2;40;4017087O4016089O;1,681;Ri1_ist_NachNK;6.217;6.218;2;2;15.657;4,29;0,33;1.868.370;16.411;4,3;0,33;1.962.508;54;658;2.942;2.386;53;665;3.097;2.516;;
3915;5127;Bockhorst;5;NW;A;33;;8+1;Osnabrück;AS Dissen-Süd;N;Paderborn;AS Borgholzhausen;S;4;88,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;447.732;5.770.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,08378426;8,23719911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;3915025O3915024O;1,800;Ri1_ist_NachNK;4.939;4.938;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4118;5111;Paderborn;5;NW;A;33;;8+1;Bielefeld;AS Stukenbrock-Senne;N;Paderborn;AS Paderborn-Sennelager;S;4;27,3;252;176;62;14;44.594;22.254;22.340;46.332;23.124;23.208;45.600;22.639;22.960;36.844;18.524;18.319;+7,4;+7,9;+2,4;+13,7;8.004;3.671;4.333;9.671;4.479;5.192;8.331;3.854;4.477;1.368;423;945;+4,7;+4,5;+5,3;+5,4;17,9;20,9;18,3;3,7;0,98;0,78;1,09;2.498;16,1;578;34,0;2.754;16,6;1.730;13,5;;;;;;;;;;;;;;;;;;D;D;C;B;B;B;8;;D;8;17;D;8;17;D;8;17;C;;;E;16;;D;14;;D;14;;D;18;;C;15;;78,6;9,4;0,5;1,7;3,1;14,7;11,4;0,2;1,7;75,8;9,8;0,4;1,6;3,5;17,2;13,4;0,2;1,8;77,9;9,6;0,5;2,1;3,2;14,9;11,6;0,2;1,8;92,9;7,2;0,8;2,0;1,0;2,5;1,9;0,2;1,4;479.317;5.740.350;47.751;23.709;24.043;10.687;4.899;5.788;38.384;19.583;18.801;2.789;1.529;1.260;;;;;;;;;;;;;;;;;47.864;23.797;24.068;10.907;5.005;5.902;22,8;21,0;24,5;51,81360760;8,69996206;2.056;2.224;9,2;10,0;16,7;12,9;14,0;9,2;8,6;9,2;23.996;23.890;0,77;0,78;0,94;1,01;1,09;1,09;0,79;0,77;2.282;96;362;15;1.487;33;201;9;380;22;175;2;10;4218061A4118026A;2,974;Ri1_ist_NachNK;3.174;309;2;2;15.997;4,36;0,33;1.929.711;18.501;4,27;0,32;2.181.032;60;553;3.058;2.463;33;813;3.487;2.639;;
4117;5701;Stukenbrock;5;NW;A;33;;8+1;Bielefeld;AS Schloß-Holte-Stukenbrock;N;Paderborn;AS Stukenbrock-Senne;S;4;34,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;476.254;5.746.621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,86986403;8,65510197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;4118026A4017071A;3,957;Ri1_ist_NachNK;304;2.225;2;2;;;;;;;;;;;;;;;;;Baustelle in 2022;
4508;5681;AD Essen-Ost (O);5;NW;A;40;;8+1;Bochum;AS Essen-Frillendorf;O;Duisburg;AD Dreieck Essen-Ost (A52);W;6;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364.255;5.702.411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,45657839;7,04615380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;4508098A4508131A;0,449;Ri1_ist_NachNK;336.354;336.353;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4508;5680;AD Essen-Ost (W);5;NW;A;40;;8+1;Bochum;AD Dreieck Essen-Ost (A52);O;Duisburg;AS Essen-Huttrop;W;4;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363.827;5.702.171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,45432369;7,04009068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;4508078A4508098A;0,851;Ri1_ist_NachNK;1.715;4.565;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4505;5022;AK Moers (O);5;NW;A;40;;8+1;Duisburg;AS Moers (L475);O;Venlo (NL);AK Kreuz Moers (A57);W;10;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333.615;5.701.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,43618014;6,60615446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;4505028A4505029A;0,127;Ri1_ist_NachNK;4.379;2.515;5;5;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4505;5663;AK Moers (W);5;NW;A;40;;8+1;Duisburg;AK Kreuz Moers (A57);O;Venlo (NL);AS Neukirchen-Vluyn;W;4;498,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332.980;5.701.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,43554021;6,59704422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;4505037A4505028A;3,508;Ri1_ist_NachNK;1.539;4.378;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
